zksyncOffice,993093096,-2270695334168612785,Shiba Inu Coin,1313979992
,1355527166,3199451916940832856,Shiba Inu Coin,1313979992
T_Zilla,86098447,4401246073406635124,Shiba Inu Coin,1313979992
Zynx929,218617240,2794182362224526757,Shiba Inu Coin,1313979992
Zacchyrus,1292622631,-6054592572768440192,Shiba Inu Coin,1313979992
zed_1234,1149318614,-683045092669612662,Shiba Inu Coin,1313979992
M_Zackk,586381668,-9135001172286416364,Shiba Inu Coin,1313979992
sdssacx,1143993898,-5059843797557413156,Shiba Inu Coin,1313979992
samzeng3412,1137150685,2717148670107180474,Shiba Inu Coin,1313979992
,975360734,-2938260917088370168,Shiba Inu Coin,1313979992
itsk4ito,1023074227,-5114370403695162062,Shiba Inu Coin,1313979992
Zeagluke,1381675916,1422571482239751886,Shiba Inu Coin,1313979992
SaptoKurniawan,1309518408,-3357636329564384607,Shiba Inu Coin,1313979992
zoepicks,1189168235,5379970916735514553,Shiba Inu Coin,1313979992
,1796386506,-4156083025151811242,Shiba Inu Coin,1313979992
,1906142366,-7776275094844062837,Shiba Inu Coin,1313979992
YOU_GOOFY,1644636451,-2876980003147257058,Shiba Inu Coin,1313979992
,1709473768,964682687849126761,Shiba Inu Coin,1313979992
Armin_yousefii,1823892811,9069990848199526900,Shiba Inu Coin,1313979992
,422289590,-3452136854391413672,Shiba Inu Coin,1313979992
,2085572968,-2920517241092014883,Shiba Inu Coin,1313979992
,518645897,-3098439062085237699,Shiba Inu Coin,1313979992
,1730428446,6849526859821702451,Shiba Inu Coin,1313979992
philip_Whales,327728096,-3145777229204200562,Shiba Inu Coin,1313979992
,1241509754,2679203775366977304,Shiba Inu Coin,1313979992
Whesglobalinvestment,1944520060,3287706617850941192,Shiba Inu Coin,1313979992
wagkamahuhulogbaby,1513760473,10596429881140709,Shiba Inu Coin,1313979992
,1297862815,5474609045645563492,Shiba Inu Coin,1313979992
Panchampur,1046381281,-7421118964431201891,Shiba Inu Coin,1313979992
Whoiam69c,1091339573,-2922974938218597119,Shiba Inu Coin,1313979992
wokmanaf,645226800,-4680827235981099605,Shiba Inu Coin,1313979992
wenming00,1097158731,3287865843843674934,Shiba Inu Coin,1313979992
winlywl,1781908400,8932792022462349427,Shiba Inu Coin,1313979992
smart1527,724909184,-2087514738508451558,Shiba Inu Coin,1313979992
ggfgh8500,1786134242,346437496027586201,Shiba Inu Coin,1313979992
,1860727096,1230862086038650862,Shiba Inu Coin,1313979992
Whaleofbnb,1896861662,3613126945074305027,Shiba Inu Coin,1313979992
WR918,787301125,-5900534565469404116,Shiba Inu Coin,1313979992
Sunilty,950690100,-8416610414287301190,Shiba Inu Coin,1313979992
WiLDG4M3R,751660709,6464509595871178132,Shiba Inu Coin,1313979992
wps9527,1415713121,-1990489051630400552,Shiba Inu Coin,1313979992
ElizabethWelsch,1742550081,-4660826042256951134,Shiba Inu Coin,1313979992
