,2132406345,-9204544091513121398,Sushiswap Official,1502511549
,2134788750,2292509927574704909,Sushiswap Official,1502511549
,2137999493,-1033410690694586450,Sushiswap Official,1502511549
,2142034032,4313692196373607932,Sushiswap Official,1502511549
,2142359841,-5603132322764084120,Sushiswap Official,1502511549
,2144559451,-7168300949663723698,Sushiswap Official,1502511549
,2069439666,-4014876406865197963,Sushiswap Official,1502511549
,2055624588,-3438638654311324569,Sushiswap Official,1502511549
,2076899413,4186729718356738028,Sushiswap Official,1502511549
,1925093411,-3351533179535001151,Sushiswap Official,1502511549
,1996595646,-4376198547881606379,Sushiswap Official,1502511549
,2005705496,8694558119084892639,Sushiswap Official,1502511549
,2020952239,-846628891116931989,Sushiswap Official,1502511549
,2024249941,3555284554233985553,Sushiswap Official,1502511549
,2075943809,6202496603313924036,Sushiswap Official,1502511549
,2090421041,720630420091062362,Sushiswap Official,1502511549
,2091815170,-1372792242021126938,Sushiswap Official,1502511549
,2116666916,-3409227942322663499,Sushiswap Official,1502511549
,2116268339,-886545384569911486,Sushiswap Official,1502511549
,2089462633,4262722125043102963,Sushiswap Official,1502511549
,2103051280,-3363966319218901268,Sushiswap Official,1502511549
,2124198897,8830370544437697733,Sushiswap Official,1502511549
,2083488652,-6445302999372708125,Sushiswap Official,1502511549
,2111647955,-7522232434875829015,Sushiswap Official,1502511549
,453239111,-4953350423038146469,Sushiswap Official,1502511549
,1831590398,-2975052241462854111,Sushiswap Official,1502511549
,1951743120,-2239916171749665522,Sushiswap Official,1502511549
,1936317985,4130090649515686561,Sushiswap Official,1502511549
,1989742372,-7094685555534055307,Sushiswap Official,1502511549
,2004680059,3510079864667845147,Sushiswap Official,1502511549
,2004697821,1820259379925052166,Sushiswap Official,1502511549
,2015845482,-1898907840664512517,Sushiswap Official,1502511549
,2019848155,2347863978517044316,Sushiswap Official,1502511549
,2031696785,8882580019715486544,Sushiswap Official,1502511549
,2045825694,-5577488608619378026,Sushiswap Official,1502511549
,2046010837,-6136290130749450044,Sushiswap Official,1502511549
,2046425105,347906803736339530,Sushiswap Official,1502511549
,2050901638,-3501926052802489507,Sushiswap Official,1502511549
,2055504888,1386172943518475993,Sushiswap Official,1502511549
,2075394154,8344067818226536242,Sushiswap Official,1502511549
,2079954748,3567757000509153372,Sushiswap Official,1502511549
,2083228134,7029913066458072755,Sushiswap Official,1502511549
,2084916415,-3363700990690115997,Sushiswap Official,1502511549
,2087034348,-1192684377234283622,Sushiswap Official,1502511549
,2093729842,3576221427713649421,Sushiswap Official,1502511549
,1993513463,2667159939298867192,Sushiswap Official,1502511549
,2015689462,5011894931216423993,Sushiswap Official,1502511549
,2027726023,-2832190883373784357,Sushiswap Official,1502511549
,2029784562,-8182154442826968823,Sushiswap Official,1502511549
,2033450994,-522133833106814306,Sushiswap Official,1502511549
,2035896498,-1470805828353375809,Sushiswap Official,1502511549
,2036794708,7370841208157251930,Sushiswap Official,1502511549
,2046024468,-6820147719091717122,Sushiswap Official,1502511549
,2047911852,-7788405315863318570,Sushiswap Official,1502511549
,2053082789,6968163391849897956,Sushiswap Official,1502511549
,2066537270,4816981101492543663,Sushiswap Official,1502511549
,2067344715,5632500708745523532,Sushiswap Official,1502511549
,2068688397,-7056073810083991939,Sushiswap Official,1502511549
,2073149247,-6415812156528037499,Sushiswap Official,1502511549
,2073813135,-1243857055044598648,Sushiswap Official,1502511549
,1743393782,-4450894964937500386,Sushiswap Official,1502511549
,1798367362,8136703390808631494,Sushiswap Official,1502511549
,1912950968,1966058453460964485,Sushiswap Official,1502511549
,1927429077,7977565418897676925,Sushiswap Official,1502511549
,1951902540,-2617418574410840070,Sushiswap Official,1502511549
,1959851431,-2265679732967981847,Sushiswap Official,1502511549
,1966201831,-9174840176387395794,Sushiswap Official,1502511549
,1973875634,-8623387261467639818,Sushiswap Official,1502511549
,1985016741,-3997287069287667324,Sushiswap Official,1502511549
,2011042097,6637957638907458168,Sushiswap Official,1502511549
,2017017945,7668886709185251763,Sushiswap Official,1502511549
,2019188774,8613231568334695016,Sushiswap Official,1502511549
,2026874240,8693511340477917093,Sushiswap Official,1502511549
,2030221811,4946428493026728365,Sushiswap Official,1502511549
,2043213102,-7755065775268974250,Sushiswap Official,1502511549
,2045777254,2072909120949109306,Sushiswap Official,1502511549
,2051423410,-1459999340488616589,Sushiswap Official,1502511549
,2053746453,3025595338179283103,Sushiswap Official,1502511549
