,2055773500,-3754208048256342206,Sushiswap Official,1502511549
,2056022356,-8579528038687258944,Sushiswap Official,1502511549
,2056070600,-7954817066984367704,Sushiswap Official,1502511549
,2056095512,-9059852979954492976,Sushiswap Official,1502511549
,2061427049,-6657702239796105467,Sushiswap Official,1502511549
,2061906589,5837183638627937609,Sushiswap Official,1502511549
,2062978888,1592039473315408528,Sushiswap Official,1502511549
,2063398183,-3444391387637701776,Sushiswap Official,1502511549
,2064104331,940604998678753113,Sushiswap Official,1502511549
,2065322815,6596788396165342699,Sushiswap Official,1502511549
,2071065264,-2931257903667338320,Sushiswap Official,1502511549
,2072893891,-7715259539019876244,Sushiswap Official,1502511549
,2075940172,8312135382462878845,Sushiswap Official,1502511549
,2078175829,-1054743249923998364,Sushiswap Official,1502511549
,2084474801,-1466675751264390368,Sushiswap Official,1502511549
,2085472251,3874778506157519135,Sushiswap Official,1502511549
,2086219908,-8536924876986604571,Sushiswap Official,1502511549
,2087405287,288164185697257893,Sushiswap Official,1502511549
,2089043439,9208042021264693752,Sushiswap Official,1502511549
,2089311940,-99217243658648873,Sushiswap Official,1502511549
,2091276353,-8052956512541680484,Sushiswap Official,1502511549
,2092731998,-2230770786217619167,Sushiswap Official,1502511549
,2097325128,5928471311118439045,Sushiswap Official,1502511549
,2088568299,685730017149075756,Sushiswap Official,1502511549
,2096887430,4422606903642219143,Sushiswap Official,1502511549
,785397936,-5144370308377697328,Sushiswap Official,1502511549
,1727711262,8603003400569051596,Sushiswap Official,1502511549
,1823265909,-2791948215361927243,Sushiswap Official,1502511549
,1928238723,-3800408499856123789,Sushiswap Official,1502511549
,1935578318,-3080389233525513525,Sushiswap Official,1502511549
,1986237037,-4441891007920537901,Sushiswap Official,1502511549
,2002054841,5639903728570539298,Sushiswap Official,1502511549
,2010821747,-8486736759034756708,Sushiswap Official,1502511549
,2019404655,-392702616386834769,Sushiswap Official,1502511549
,2022255018,7327428338743463471,Sushiswap Official,1502511549
,2025275723,-1691847264294157070,Sushiswap Official,1502511549
,2025604007,3813745938460530028,Sushiswap Official,1502511549
,2026963088,6710494405003330346,Sushiswap Official,1502511549
,2027998691,-4720767793413262554,Sushiswap Official,1502511549
,2030123050,210227568301867492,Sushiswap Official,1502511549
,2030988303,3498639013965429746,Sushiswap Official,1502511549
,2050289589,-8893456564266932943,Sushiswap Official,1502511549
,2050335458,-3448887427501925437,Sushiswap Official,1502511549
,2059380454,7726426096172045837,Sushiswap Official,1502511549
,2063791034,-2538197846665017566,Sushiswap Official,1502511549
,2066824874,-4610718698252027749,Sushiswap Official,1502511549
,2068091712,-2326909145556512482,Sushiswap Official,1502511549
,2070416575,-8890379050637037992,Sushiswap Official,1502511549
,2071008734,3819123086873156003,Sushiswap Official,1502511549
,2071643302,4365518256477284294,Sushiswap Official,1502511549
,2073895214,-885671600179957260,Sushiswap Official,1502511549
,2077590883,-5978352123610559120,Sushiswap Official,1502511549
,2081857616,1737682143298360149,Sushiswap Official,1502511549
,2082314687,6602602824935611057,Sushiswap Official,1502511549
,2083346974,-3869927166189458936,Sushiswap Official,1502511549
,2083638401,-8135519384984889854,Sushiswap Official,1502511549
,2083787955,-6175206323075638296,Sushiswap Official,1502511549
,2088510419,5539321662274919450,Sushiswap Official,1502511549
,2068168285,-31678831442537426,Sushiswap Official,1502511549
,2071052084,-7758380622729374580,Sushiswap Official,1502511549
,2071455033,-3731857654519031282,Sushiswap Official,1502511549
,2073942093,-914482857074113908,Sushiswap Official,1502511549
,2074870955,-2691045056592406943,Sushiswap Official,1502511549
,2076143354,3466508188738825648,Sushiswap Official,1502511549
,2076159610,-808198948891689590,Sushiswap Official,1502511549
,2080004387,-8127762001611888362,Sushiswap Official,1502511549
,2081187082,8308824349121391925,Sushiswap Official,1502511549
,2082715502,6144427843173791203,Sushiswap Official,1502511549
,2083479091,-8877266776959713303,Sushiswap Official,1502511549
,2085010781,-1809433611102403647,Sushiswap Official,1502511549
,2086882174,-9083896119207761434,Sushiswap Official,1502511549
,2088232304,7370020918427598700,Sushiswap Official,1502511549
,2088875248,-294306571933923265,Sushiswap Official,1502511549
,2090308179,-3544358477111107957,Sushiswap Official,1502511549
,2092458636,-8274881732915218758,Sushiswap Official,1502511549
,2094623131,8381928045391861904,Sushiswap Official,1502511549
,2095436767,-1273949809508082123,Sushiswap Official,1502511549
,2097276170,-1223490904365206056,Sushiswap Official,1502511549
,2001055545,-3169064172619837780,Sushiswap Official,1502511549
,2063523976,7545344192200415436,Sushiswap Official,1502511549
,2070449588,4748159427955076782,Sushiswap Official,1502511549
,2072331496,-7635155788891137923,Sushiswap Official,1502511549
,2075067499,2238637014152121408,Sushiswap Official,1502511549
,2089640155,6908865989429355613,Sushiswap Official,1502511549
,2092037800,5626890937565346434,Sushiswap Official,1502511549
,1174709847,-665345723172700580,Sushiswap Official,1502511549
,1922193557,6711772989977944858,Sushiswap Official,1502511549
,1933613790,-1103460426347670371,Sushiswap Official,1502511549
,1943054972,3403185810088949872,Sushiswap Official,1502511549
,1954748726,-8805244554087565131,Sushiswap Official,1502511549
,1960181993,1702209086745945405,Sushiswap Official,1502511549
,1973078313,-4163312710799646821,Sushiswap Official,1502511549
,1985898561,4360219135888100849,Sushiswap Official,1502511549
,1999293756,3019774675094910357,Sushiswap Official,1502511549
,2002448244,-2683426043855948791,Sushiswap Official,1502511549
,2004400424,-2333774821980548412,Sushiswap Official,1502511549
,2007951247,-1608182196111942609,Sushiswap Official,1502511549
,2012553825,9183083129755048068,Sushiswap Official,1502511549
,2014022820,-1473431667651186322,Sushiswap Official,1502511549
,2016257550,9033643105971943249,Sushiswap Official,1502511549
,2016915992,-1605269564844661221,Sushiswap Official,1502511549
,2020804361,9035116979652845753,Sushiswap Official,1502511549
,2020904030,-7575771101968962450,Sushiswap Official,1502511549
,2030872303,-8938097485256372608,Sushiswap Official,1502511549
,2031158376,-8173256644774275700,Sushiswap Official,1502511549
,2033686330,4088121869808461787,Sushiswap Official,1502511549
,2035232274,9048446285655301996,Sushiswap Official,1502511549
,2040440445,231962377994102453,Sushiswap Official,1502511549
,2043300688,3568643465387367905,Sushiswap Official,1502511549
,2045769354,1267452493375685805,Sushiswap Official,1502511549
,2055358921,2095599394954501663,Sushiswap Official,1502511549
,2055758419,3082392704986447560,Sushiswap Official,1502511549
,2057708064,8341219894375964487,Sushiswap Official,1502511549
,2060966624,-4902906125105927290,Sushiswap Official,1502511549
,2064563906,2803672569254366937,Sushiswap Official,1502511549
,2064647423,2494770631404227053,Sushiswap Official,1502511549
,2068710487,-5106177786762133542,Sushiswap Official,1502511549
,2069454716,-1684820616982279352,Sushiswap Official,1502511549
,2069825658,6632233697333508817,Sushiswap Official,1502511549
,2071766354,-2112523455880209567,Sushiswap Official,1502511549
,2073636200,-5555224470407322286,Sushiswap Official,1502511549
,2075051372,-5099910152687109315,Sushiswap Official,1502511549
